id|user_id|level|lat|lng|timestamp
1|1|1|-8.0|110.0|2015-09-02 04:43:15
2|1|3|-6.0|107.0|2015-09-02 04:43:18
3|1|5|-4.0|128.0|2015-09-02 04:43:22
4|1|2|5.0|97.0|2015-09-02 04:43:28
5|1|4|-11.0|123.0|2015-09-02 04:43:35
6|1|6|-3.0|108.0|2015-09-02 04:43:41
7|2|5|-4.0|128.0|2015-09-02 05:04:07
8|2|4|-11.0|122.96310424804688|2015-09-02 05:04:29
9|2|1|-7.77086591720581|110.37757873535156|2015-09-02 05:04:43
10|2|2|5.206347942352295|97.0681610107422|2015-09-02 05:04:59
11|2|3|-6.125577926635742|106.84418487548828|2015-09-02 05:05:03
12|2|6|-6.806444048123683|107.303466796875|2015-09-02 05:06:34
13|4|5|-3.693127069284234|128.18124532699585|2015-09-02 05:13:42
14|4|3|-6.121812043521251|106.84218049049377|2015-09-02 05:13:59
15|4|2|5.182948421501405|97.13918745517731|2015-09-02 05:14:22
16|4|1|-7.771365444532888|110.37746071815492|2015-09-02 05:14:37
17|4|4|-10.727737281002836|123.04736316204071|2015-09-02 05:14:55
18|4|6|-8.119053222994044|114.48577880859376|2015-09-02 05:15:14
19|5|5|-3.690043575789317|128.1817281246185|2015-09-02 05:42:14
20|5|3|-6.119731846942673|106.82526111602785|2015-09-02 05:42:25
21|5|1|-7.770940232416541|110.37753582000731|2015-09-02 05:42:30
22|5|2|5.222534989317425|97.03848123550415|2015-09-02 05:42:44
23|5|4|-10.727753092991485|123.04731488227844|2015-09-02 05:43:15
24|5|6|-8.249546418605748|117.9876708984375|2015-09-02 05:43:38
27|12|1|-7.771854437934278|110.38118362426758|2015-09-03 05:42:56
28|12|2|5.221562717520682|97.03768730163574|2015-09-03 05:43:18
29|12|3|-6.116574199739156|106.84800624847412|2015-09-03 05:43:26
30|12|4|-10.500639925300444|123.0695343017578|2015-09-03 05:43:37
31|12|5|-3.658362203185792|128.1991195678711|2015-09-03 05:43:48
32|12|6|-8.646195681181903|140.77880859374997|2015-09-03 05:44:00
33|13|5|-3.6933947331449883|128.18255424499512|2015-09-03 09:18:01
34|13|3|-6.119305138951233|106.84937953948973|2015-09-03 09:18:18
35|13|4|-10.82453854843291|122.74131774902344|2015-09-03 09:18:39
36|13|2|5.217887302822275|97.0810317993164|2015-09-03 09:19:26
37|13|1|-7.76626287071953|110.38071155548096|2015-09-03 09:20:28
38|13|6|-2.899152698504301|107.90771484375|2015-09-03 09:20:59
40|14|4|-10.644918585409187|123.12995910644531|2015-09-03 10:04:25
42|14|3|-6.125833733935383|106.84410095214842|2015-09-03 10:05:02
46|14|2|5.203185428866877|97.04970359802246|2015-09-03 10:05:54
50|14|1|-7.769451986618181|110.38261055946349|2015-09-03 10:06:10
51|14|5|-3.652623247081929|128.18032264709473|2015-09-03 10:06:45
52|14|6|-6.326900545838889|106.67630195617676|2015-09-03 10:08:40
39|15|1|-7.769335052796245|110.38217067718506|2015-09-03 09:59:02
142|15|2|5.21489567031149|97.05875873565672|2015-09-03 13:40:22
143|15|5|-3.652773145656084|128.19371223449707|2015-09-03 13:40:47
617|15|3|-6.123657544474153|106.83169841766356|2015-09-07 09:01:09
618|15|4|-10.728754517254323|123.02764892578124|2015-09-07 09:01:30
619|15|6|-5.462895560209544|119.64111328125|2015-09-07 09:01:39
41|16|5|-3.696135606432973|128.17972183227542|2015-09-03 10:04:57
43|16|4|-10.607969465976437|123.34762573242188|2015-09-03 10:05:05
44|16|2|5.5285105256928|95.438232421875|2015-09-03 10:05:23
45|16|1|-7.77253477563217|110.38108706474304|2015-09-03 10:05:33
47|16|3|-6.916883871079277|106.93405151367188|2015-09-03 10:05:56
49|16|6|-5.134714634014442|119.68505859375|2015-09-03 10:06:09
53|18|5|-3.689863533270797|128.18194347437384|2015-09-03 10:54:25
54|18|4|-10.605142255680748|123.21955673221964|2015-09-03 10:55:05
55|18|2|5.207801170522897|97.11871147155762|2015-09-03 10:55:20
56|18|1|-7.768486983802157|110.37295150636056|2015-09-03 10:55:51
57|18|3|-6.123765671284668|106.83134518134466|2015-09-03 10:56:02
58|18|6|-0.9407437850704632|100.3665873814225|2015-09-03 10:57:33
62|22|4|-10.475658508512813|123.38607788085938|2015-09-03 11:43:33
64|22|5|-3.6992190787573684|128.21980476379395|2015-09-03 11:43:52
66|22|2|5.213271635263308|97.064208984375|2015-09-03 11:44:06
69|22|3|-6.135733150455423|106.82242870330809|2015-09-03 11:44:26
71|22|1|-7.768410211421036|110.37293314933777|2015-09-03 11:44:51
72|22|6|-10.206813072484582|105.6884765625|2015-09-03 11:45:09
61|23|2|5.110318779378371|97.14613404124977|2015-09-03 11:43:33
63|23|4|-10.532372863771627|123.3290259120986|2015-09-03 11:43:48
65|23|3|-6.125868680915955|106.83581365577992|2015-09-03 11:44:00
67|23|5|-3.6983080000184096|128.17730423732428|2015-09-03 11:44:08
68|23|1|-7.771163468831322|110.37736415863036|2015-09-03 11:44:17
70|23|6|-4.937724274302479|116.65283203125|2015-09-03 11:44:33
75|24|3|-6.123625541621807|106.82685971260071|2015-09-03 11:47:36
80|24|2|5.1815380039712755|97.121661901474|2015-09-03 11:50:03
81|24|4|-10.834991999449059|123.05322647094728|2015-09-03 11:51:16
82|24|5|-3.670899981215285|128.19981694221494|2015-09-03 11:51:54
83|24|1|-7.769866569906346|110.376935005188|2015-09-03 11:52:28
84|24|6|-8.254982704877875|140.77880859374997|2015-09-03 11:53:19
73|25|2|5.205966850601981|97.08026823936962|2015-09-03 11:46:37
74|25|5|-3.662509132989842|128.2012661968474|2015-09-03 11:47:12
76|25|3|-6.1194035368572175|106.86045513095449|2015-09-03 11:47:45
77|25|1|-7.772151384113243|110.3801199460213|2015-09-03 11:47:54
78|25|4|-10.781666818981902|122.76514638913795|2015-09-03 11:48:05
79|25|6|-5.799094449996238|112.66204833984376|2015-09-03 11:48:28
89|28|5|-3.67540942712038|128.19357018350274|2015-09-03 12:15:06
90|28|1|-7.76931379209785|110.38317918777466|2015-09-03 12:15:28
91|28|4|-10.559384184768827|122.9850329621695|2015-09-03 12:15:48
92|28|3|-6.116360844525674|106.85723304748535|2015-09-03 12:16:34
93|28|2|5.128062315549797|97.16283917165129|2015-09-03 12:17:03
94|28|6|1.430710562379606|126.63149446249008|2015-09-03 12:17:35
95|29|3|-6.123038822321894|106.84053897857666|2015-09-03 12:22:53
96|29|1|-7.766108729504356|110.38037896156312|2015-09-03 12:23:44
97|29|4|-10.829933923548047|122.73788452148436|2015-09-03 12:24:03
98|29|2|5.209852600382017|97.05948829650879|2015-09-03 12:24:43
99|29|5|-3.6623451884319236|128.1986689567566|2015-09-03 12:25:03
100|29|6|-6.922677843794353|107.60387420654295|2015-09-03 12:25:25
104|31|1|-7.769754058262298|110.37530425419388|2015-09-03 12:26:26
105|31|5|-3.6987051674481184|128.2159423828125|2015-09-03 12:26:56
106|31|3|-6.123637958093263|106.83234467942384|2015-09-03 12:27:08
107|31|2|5.214742240769138|97.05246160039678|2015-09-03 12:27:27
108|31|4|-10.764333755410274|122.93810142902659|2015-09-03 12:27:44
109|31|6|-5.025282908609285|119.7509765625|2015-09-03 12:28:00
111|33|1|-7.764189932402568|110.38103342056273|2015-09-03 12:40:53
112|33|3|-6.121993393608367|106.84083938598631|2015-09-03 12:41:14
113|33|4|-10.973549898080218|122.86834716796876|2015-09-03 12:41:29
114|33|2|5.120951199049245|97.1422290802002|2015-09-03 12:41:59
115|33|5|-3.658447858968808|128.21868896484378|2015-09-03 12:42:10
116|33|6|-2.1308562777325184|114.23583984375|2015-09-03 12:42:21
117|34|4|-10.819817515515373|123.11897277832031|2015-09-03 12:43:35
118|34|3|-6.117000909910687|106.84178352355957|2015-09-03 12:44:04
119|34|5|-3.7103537505412585|128.1788635253906|2015-09-03 12:44:33
120|34|1|-7.769164967178933|110.37883400917052|2015-09-03 12:44:47
121|34|2|5.216605176349613|97.11047172546387|2015-09-03 12:45:11
122|34|6|-8.385431015567708|115.11474609375|2015-09-03 12:45:34
123|36|5|-3.6765210457646798|128.1906008720398|2015-09-03 12:50:59
124|36|3|-6.122606783152635|106.83173060417177|2015-09-03 12:51:55
125|36|4|-10.718086543084949|123.05344104766844|2015-09-03 12:52:40
126|36|1|-7.7668688046034635|110.38184881210329|2015-09-03 12:54:19
127|36|2|5.217459927622471|97.11236000061035|2015-09-03 12:54:47
131|36|6|-6.3077272351121705|106.67909145355223|2015-09-03 12:59:10
129|38|2|5.202202442473029|97.1101713180542|2015-09-03 12:58:30
130|38|4|-10.828922298115897|122.90512561798096|2015-09-03 12:58:52
132|38|1|-7.7692712706978275|110.37821710109709|2015-09-03 12:59:16
133|38|5|-3.652537590742596|128.19225311279294|2015-09-03 12:59:27
134|38|3|-6.119689176158867|106.82517528533936|2015-09-03 12:59:43
135|38|6|-2.899152698504301|107.841796875|2015-09-03 13:00:19
136|40|4|-10.801721091678752|123.08331185602584|2015-09-03 13:28:28
137|40|3|-6.126100422559117|106.841195669258|2015-09-03 13:28:39
138|40|1|-7.770068546231769|110.3801965713501|2015-09-03 13:28:46
139|40|2|5.202587089505676|97.10497856140137|2015-09-03 13:28:56
140|40|5|-3.677120623892822|128.2006645202637|2015-09-03 13:29:03
141|40|6|-2.6796866158037598|118.037109375|2015-09-03 13:29:12
144|41|3|-6.122137406869|106.84059798717495|2015-09-03 13:43:58
145|41|5|-3.689513599266839|128.20501506328586|2015-09-03 13:44:25
146|41|1|-7.764014529460317|110.37184685468674|2015-09-03 13:44:44
147|41|2|5.18802376155096|97.08351016044615|2015-09-03 13:44:58
148|41|4|-10.71159280948934|123.09948921203613|2015-09-03 13:45:11
149|41|6|-2.9375549775994263|138.41949462890622|2015-09-03 13:45:30
150|44|2|5.140997842557824|97.10459232330322|2015-09-03 13:53:50
151|44|3|-6.12039324365605|106.82706356048584|2015-09-03 13:54:48
152|44|1|-7.769207488589719|110.38310408592224|2015-09-03 13:54:56
153|44|5|-3.65870482626876|128.20152282714844|2015-09-03 13:55:15
154|44|4|-10.82858508887923|122.86972045898438|2015-09-03 13:55:30
155|44|6|-5.7908968128719565|112.67578125|2015-09-03 13:55:44
162|45|5|-3.661188839701465|128.2006645202637|2015-09-03 14:10:33
163|45|3|-6.121246657560373|106.84041023254395|2015-09-03 14:12:50
164|45|4|-10.630915564033591|123.18077087402344|2015-09-03 14:13:48
165|45|1|-7.765646305519488|110.38021802902222|2015-09-03 14:14:07
166|45|2|5.1827667769961545|97.14035153388977|2015-09-03 14:14:42
167|45|6|-5.878332109674328|140.0537109375|2015-09-03 14:15:10
156|46|2|5.215237571891583|97.11223125457764|2015-09-03 14:09:17
157|46|5|-3.687484696325312|128.1737995147705|2015-09-03 14:09:29
158|46|4|-10.70851456245258|123.48976135253906|2015-09-03 14:09:32
159|46|3|-6.124596293956971|106.83504581451416|2015-09-03 14:09:40
160|46|1|-7.7685271455004825|110.38320064544678|2015-09-03 14:09:55
161|46|6|-1.2743089918452106|104.23828125|2015-09-03 14:10:20
168|47|3|-6.122377428883753|106.83191299438477|2015-09-03 14:26:18
169|47|2|5.216690651529295|97.1103858947754|2015-09-03 14:27:17
170|47|1|-7.770918971799417|110.37752509117126|2015-09-03 14:27:45
171|47|4|-10.709189249411065|123.09906005859376|2015-09-03 14:27:56
172|47|5|-3.6931377758402086|128.18100929260254|2015-09-03 14:28:09
174|47|6|-2.3284603685731597|117.2021484375|2015-09-03 14:28:21
181|50|3|-6.12391582914325|106.8327195240272|2015-09-03 14:50:38
184|50|4|-10.930969930399744|122.94862082228063|2015-09-03 14:51:02
186|50|1|-7.768526677047943|110.37648971592716|2015-09-03 14:51:25
187|50|2|5.172744535456388|97.1461637315224|2015-09-03 14:51:54
188|50|5|-3.6616454699085375|128.20134738867637|2015-09-03 14:52:07
189|50|6|-8.36801053284636|114.1489688877482|2015-09-03 14:52:51
176|51|1|-7.7728574252909235|110.37680518718844|2015-09-03 14:49:17
177|51|3|-6.121517190303866|106.84205981204285|2015-09-03 14:49:48
178|51|4|-10.93153223265458|122.94941321597435|2015-09-03 14:50:08
180|51|2|5.194705110835344|97.11180450700338|2015-09-03 14:50:28
183|51|5|-3.6612265283371936|128.17260629846714|2015-09-03 14:50:58
185|51|6|-6.456360980914731|108.00931826233864|2015-09-03 14:51:25
190|53|2|5.115709045016699|97.1328931042808|2015-09-03 14:52:52
191|53|3|-6.126419681707738|106.84555144900514|2015-09-03 14:53:34
192|53|4|-10.52822314974558|123.36596670385916|2015-09-03 14:53:47
193|53|5|-3.662821176963389|128.16635155468248|2015-09-03 14:54:03
194|53|1|-7.7717190719707645|110.37976948833601|2015-09-03 14:54:19
195|53|6|0.11579582966738927|117.42598380893469|2015-09-03 14:54:26
196|54|5|-3.6845296631782656|128.1897211074829|2015-09-03 15:14:05
197|54|2|5.199680861659617|97.10351943969722|2015-09-03 15:15:21
198|54|4|-10.655209552534226|123.12789916992186|2015-09-03 15:15:45
199|54|3|-6.121182651564824|106.84019565582274|2015-09-03 15:16:12
200|54|1|-7.7700366552394815|110.37943482398987|2015-09-03 15:16:27
201|54|6|-7.791275519273148|110.36865234375|2015-09-03 15:16:56
205|56|3|-6.124649631946216|106.83741688728331|2015-09-03 15:49:31
206|56|5|-3.6913444259131234|128.18845510482788|2015-09-03 15:49:44
207|56|4|-10.729134003476936|123.04721295833588|2015-09-03 15:50:06
208|56|1|-7.769228749293496|110.38310945034029|2015-09-03 15:50:22
209|56|2|5.208517034828074|97.11812138557433|2015-09-03 15:50:36
210|56|6|3.1843944923387335|117.4713134765625|2015-09-03 15:50:59
222|61|5|-3.690872821435751|128.18030822727448|2015-09-03 16:44:13
223|61|4|-10.765209656338467|123.02703849829412|2015-09-03 16:45:57
226|61|1|-7.77203735254959|110.3799020835828|2015-09-03 16:49:19
227|61|3|-6.122191096861376|106.85482122667507|2015-09-03 16:49:35
228|61|2|5.210271903797661|97.0717524727843|2015-09-03 16:50:16
229|61|6|-0.8250433075802647|103.5099371307297|2015-09-03 16:53:07
230|62|1|-7.76708651646154|110.38007443523384|2015-09-03 18:07:27
231|62|2|5.199167996529303|97.10987091064452|2015-09-03 18:07:56
232|62|5|-3.683801610026156|128.1931972503662|2015-09-03 18:08:22
233|62|3|-6.123145498606188|106.83882236480713|2015-09-03 18:09:04
234|62|4|-10.692996347925071|123.12240600585938|2015-09-03 18:09:36
235|62|6|-1.7794990011582128|119.72900390625|2015-09-03 18:09:57
236|64|2|5.1252256775407385|97.155790330944|2015-09-03 20:49:15
238|64|1|-7.776542367502168|110.379817500434|2015-09-03 20:50:05
240|64|3|-6.127384114804577|106.8302249622502|2015-09-03 20:50:45
241|64|5|-3.6919100753186975|128.1840562394791|2015-09-03 20:51:04
243|64|4|-10.807678754336536|122.68982071895151|2015-09-03 20:51:53
244|64|6|0.4394501574790318|123.75|2015-09-03 20:52:18
245|65|2|5.2030999518501035|97.07073211669922|2015-09-03 21:06:36
246|65|1|-7.774437589275882|110.38062572479248|2015-09-03 21:06:52
247|65|5|-3.6839407967042352|128.19682359695437|2015-09-03 21:07:09
248|65|4|-10.830945545563289|122.73719787597656|2015-09-03 21:07:28
249|65|3|-6.116872896894995|106.82787895202637|2015-09-03 21:07:38
250|65|6|-5.090944175033373|113.994140625|2015-09-03 21:07:49
251|66|4|-10.748318519296626|123.04893493652342|2015-09-03 21:32:11
252|66|1|-7.768729122470133|110.37461757659912|2015-09-03 21:32:34
253|66|3|-6.1237855558644405|106.83135509490968|2015-09-03 21:32:45
254|66|5|-3.6888551431470353|128.19499969482422|2015-09-03 21:32:57
255|66|2|5.194808626060243|97.11150169372559|2015-09-03 21:33:08
256|66|6|-7.144498849647322|108.17138671875|2015-09-03 21:33:21
257|71|5|-3.6995616861313096|128.18083763122556|2015-09-03 23:53:58
258|71|3|-6.123273510119195|106.830153465271|2015-09-03 23:54:48
259|71|4|-10.690297446958386|123.365478515625|2015-09-03 23:55:20
260|71|1|-7.771376074830281|110.37881255149841|2015-09-03 23:55:56
261|71|2|5.2299391635090515|97.11931228637694|2015-09-03 23:56:38
262|71|6|-0.21972602392080884|117.53173828125|2015-09-03 23:57:03
269|75|1|-7.7691118154093965|110.3831362724304|2015-09-04 02:28:48
272|75|4|-10.9266969128084|122.94628143310543|2015-09-04 02:30:09
277|75|3|-6.116958238908862|106.8259048461914|2015-09-04 02:30:57
279|75|2|5.224297895871773|97.08309173583984|2015-09-04 02:32:19
280|75|5|-3.656563429851315|128.21783065795898|2015-09-04 02:32:46
281|75|6|-0.197753513625494|130.53955078125|2015-09-04 02:33:50
271|76|1|-7.766123516664011|110.38048879281631|2015-09-04 02:29:36
273|76|3|-6.125218938470975|106.84813881318405|2015-09-04 02:30:14
274|76|4|-10.867526888315703|122.94754486094463|2015-09-04 02:30:24
275|76|2|5.219339008173874|97.1089554417995|2015-09-04 02:30:38
276|76|5|-3.683584052380083|128.20791120662759|2015-09-04 02:30:53
278|76|6|0.19808409391425505|117.33712658286093|2015-09-04 02:31:48
282|78|4|-10.514817669538678|123.36410522460938|2015-09-04 03:26:54
283|78|3|-6.125919074517823|106.84384346008301|2015-09-04 03:27:28
284|78|2|5.2092542673647895|97.0597457885742|2015-09-04 03:29:00
285|78|1|-7.775394307960267|110.38124799728394|2015-09-04 03:29:26
286|78|5|-3.652537590742596|128.1910514831543|2015-09-04 03:30:48
287|78|6|-4.872047700241915|119.794921875|2015-09-04 03:32:22
288|79|1|-7.766043073338021|110.37553387823208|2015-09-04 04:55:06
289|79|4|-10.56101314133258|123.38037005429214|2015-09-04 04:56:29
